Date,0
2015-07-01,114763.0
2015-07-02,108032.0
2015-07-03,95972.0
2015-07-04,84127.0
2015-07-05,92440.0
2015-07-06,114626.0
2015-07-07,113070.0
2015-07-08,120252.0
2015-07-09,134023.0
2015-07-10,130841.0
2015-07-11,109527.0
2015-07-12,93275.0
2015-07-13,134949.0
2015-07-14,110417.0
2015-07-15,105348.0
2015-07-16,110367.0
2015-07-17,140597.0
2015-07-18,93133.0
2015-07-19,126102.0
2015-07-20,126703.0
2015-07-21,78931.0
2015-07-22,68826.0
2015-07-23,65929.0
2015-07-24,69881.0
2015-07-25,76283.0
2015-07-26,75419.0
2015-07-27,127890.0
2015-07-28,100497.0
2015-07-29,84224.0
2015-07-30,57924.0
2015-07-31,54175.0
2015-08-01,81773.0
2015-08-02,69172.0
2015-08-03,66114.0
2015-08-04,76909.0
2015-08-05,72667.0
2015-08-06,81224.0
2015-08-07,59853.0
2015-08-08,65816.0
2015-08-09,71809.0
2015-08-10,65128.0
2015-08-11,91474.0
2015-08-12,80353.0
2015-08-13,76774.0
2015-08-14,88031.0
2015-08-15,69721.0
2015-08-16,68537.0
2015-08-17,75901.0
2015-08-18,74516.0
2015-08-19,83293.0
2015-08-20,75052.0
2015-08-21,76419.0
2015-08-22,73354.0
2015-08-23,70511.0
2015-08-24,66946.0
2015-08-25,76350.0
2015-08-26,69779.0
2015-08-27,71884.0
2015-08-28,73682.0
2015-08-29,64321.0
2015-08-30,57469.0
2015-08-31,65041.0
2015-09-01,54907.0
2015-09-02,60975.0
2015-09-03,65900.0
2015-09-04,38442.0
2015-09-05,47453.0
2015-09-06,59316.0
2015-09-07,65595.0
2015-09-08,67169.0
2015-09-09,74378.0
2015-09-10,62795.0
2015-09-11,58160.0
2015-09-12,68979.0
2015-09-13,62105.0
2015-09-14,83220.0
2015-09-15,86345.0
2015-09-16,179426.0
2015-09-17,187150.0
2015-09-18,182074.0
2015-09-19,152302.0
2015-09-20,155214.0
2015-09-21,158590.0
2015-09-22,168154.0
2015-09-23,164201.0
2015-09-24,160349.0
2015-09-25,146920.0
2015-09-26,143847.0
2015-09-27,148666.0
2015-09-28,149833.0
2015-09-29,155061.0
2015-09-30,174247.0
2015-10-01,153152.0
2015-10-02,160649.0
2015-10-03,149686.0
2015-10-04,135688.0
2015-10-05,148099.0
2015-10-06,151144.0
2015-10-07,140100.0
2015-10-08,147910.0
2015-10-09,135178.0
2015-10-10,131520.0
2015-10-11,110155.0
2015-10-12,135749.0
2015-10-13,151016.0
2015-10-14,156227.0
2015-10-15,166611.0
2015-10-16,164385.0
2015-10-17,136400.0
2015-10-18,150155.0
2015-10-19,143546.0
2015-10-20,147956.0
2015-10-21,165243.0
2015-10-22,173084.0
2015-10-23,172613.0
2015-10-24,163730.0
2015-10-25,165915.0
2015-10-26,170958.0
2015-10-27,227285.0
2015-10-28,213313.0
2015-10-29,214355.0
2015-10-30,164066.0
2015-10-31,161243.0
2015-11-01,160316.0
2015-11-02,165477.0
2015-11-03,165067.0
2015-11-04,169288.0
2015-11-05,173315.0
2015-11-06,166477.0
2015-11-07,157489.0
2015-11-08,164650.0
2015-11-09,176473.0
2015-11-10,197814.0
2015-11-11,181768.0
2015-11-12,179810.0
2015-11-13,180954.0
2015-11-14,162366.0
